render_path,action
car_1_004.jpg,[-1.15588712  0.04700323  0.04497114]
car_1_005.jpg,[0.90003381 0.07420294 0.01687329]
car_1_006.jpg,[0.90587574 0.09033281 0.0386934 ]
car_1_007.jpg,[0.81356885 0.04780034 0.02984531]
car_1_008.jpg,[0.18657984 1.04853428 0.04296925]
car_1_009.jpg,[-0.96432686  0.04486227  0.03719211]
car_1_010.jpg,[0.95087138 0.05847872 0.00462675]
car_1_011.jpg,[0.17096503 1.0302031  0.0270957 ]
car_1_012.jpg,[0.08907698 1.08940102 0.02769108]
car_1_013.jpg,[0.94653268 0.05392107 0.03175399]
car_1_014.jpg,[-1.12570186  0.0391346   0.01644245]
car_1_015.jpg,[0.90089148 0.08396939 0.00430368]
car_1_016.jpg,[0.04753688 1.04861708 0.04503453]
car_1_017.jpg,[-0.10181274  1.01422054  0.01271342]
car_1_018.jpg,[0.91172147 0.05295131 0.01036326]
car_1_019.jpg,[-1.15802847  0.07569431  0.03473709]
car_1_020.jpg,[-0.92707526  0.01707943  0.02340131]
car_1_021.jpg,[1.01989154 0.07771058 0.03348686]
car_1_022.jpg,[0.021957   1.07924473 0.02037263]
car_1_023.jpg,[-0.92171385  0.03096645  0.0366678 ]
car_1_024.jpg,[-0.00145452  1.07937455  0.00556141]
car_1_025.jpg,[0.81647614 0.05328508 0.03686075]
car_1_026.jpg,[-0.9973878   0.0812316   0.01641946]
car_1_027.jpg,[-1.07316394  0.07723628  0.02420597]
car_1_028.jpg,[-1.15668421  0.0630482   0.00515429]
car_1_029.jpg,[-0.10291051  1.04322403  0.00983421]
car_1_030.jpg,[-0.11527603  1.07457229  0.04024751]
car_1_031.jpg,[-1.11585019  0.09028204  0.04769119]
car_1_032.jpg,[-1.14409061  0.01660814  0.04035878]
car_1_033.jpg,[-0.05466598  1.07250268  0.01444228]
car_1_034.jpg,[1.0512319  0.09348181 0.00196168]
car_1_035.jpg,[0.11073305 1.0807805  0.02262073]
car_1_036.jpg,[-0.90005569  0.00979769  0.04499386]
car_1_037.jpg,[-0.09293318  1.08226466  0.03706871]
car_1_038.jpg,[1.15071771 0.04934263 0.01574449]
car_1_039.jpg,[1.1526437  0.01476507 0.00186776]
car_2_000.jpg,[-0.84516865  0.05023165  0.03191394]
car_2_001.jpg,[-0.82202496  0.03649931  0.02484747]
car_2_002.jpg,[0.98247094 0.00868029 0.02443654]
car_2_003.jpg,[-0.06865301  1.08866771  0.04870113]
car_2_004.jpg,[-0.18098307  1.06955994  0.02409082]
car_2_005.jpg,[-1.01570163  0.08233719  0.0120669 ]
car_2_006.jpg,[1.09261192 0.06704802 0.0392758 ]
car_2_007.jpg,[1.03420188 0.03583092 0.04235124]
car_2_008.jpg,[-0.1850468   1.05852012  0.01588113]
car_2_009.jpg,[0.15350562 1.06167768 0.0084704 ]
car_2_010.jpg,[0.90814003 0.07824638 0.02921936]
car_2_011.jpg,[0.96599295 0.07584252 0.01236566]
car_2_012.jpg,[-0.09875034  1.0309995   0.00452998]
car_2_013.jpg,[-1.01180108  0.07323192  0.01444538]
car_2_014.jpg,[0.88269394 0.05601619 0.00302951]
car_2_015.jpg,[0.15183645 1.00530222 0.00645638]
car_2_016.jpg,[-1.05344765  0.0681357   0.00687636]
car_2_017.jpg,[0.9530306  0.01244334 0.01532646]
car_2_018.jpg,[-0.0599003   1.09507785  0.03396794]
car_2_019.jpg,[0.1583657  1.09881339 0.00510396]
car_2_020.jpg,[0.18021867 1.0918152  0.02661437]
car_2_021.jpg,[1.05805907 0.08717979 0.00882336]
car_2_022.jpg,[-0.97095336  0.05159956  0.00166492]
car_2_023.jpg,[0.09302964 1.05361788 0.04767835]
car_2_024.jpg,[0.19433976 1.09926517 0.03533351]
car_2_025.jpg,[1.01369458 0.08721869 0.04401064]
car_2_026.jpg,[1.14593727 0.08405617 0.00944442]
car_2_027.jpg,[-0.86396913  0.06308293  0.0358373 ]
car_2_028.jpg,[-0.00322624  1.06322365  0.00245509]
car_2_029.jpg,[-0.90915278  0.00587034  0.00563979]
car_2_030.jpg,[-1.09047758  0.00915086  0.00221499]
car_2_031.jpg,[0.94650995 0.09357609 0.02662865]
car_2_032.jpg,[0.17068142 1.08190501 0.01990695]
car_2_033.jpg,[-1.71386485e-01  1.09352643e+00  5.51162678e-04]
car_2_034.jpg,[-0.92407063  0.02739374  0.03136727]
car_2_035.jpg,[1.14021292 0.09416302 0.0410537 ]
car_2_036.jpg,[-1.18115761  0.05011303  0.031615  ]
car_2_037.jpg,[0.1957766  1.08755226 0.03891399]
car_2_038.jpg,[-1.05848872  0.07094207  0.0355087 ]
car_2_039.jpg,[-0.120299    1.04114698  0.04208203]
car_3_000.jpg,[1.0887069  0.06184464 0.002415  ]
car_3_001.jpg,[9.65306518e-01 5.26476786e-02 2.85514634e-04]
car_3_002.jpg,[1.16380427 0.09989858 0.01062966]
car_3_003.jpg,[1.17834497 0.03632244 0.02895146]
car_3_004.jpg,[-0.80296736  0.03027143  0.00149818]
car_3_005.jpg,[-1.06583069  0.06349484  0.03494364]
car_3_006.jpg,[0.84487714 0.05410935 0.02117419]
car_3_007.jpg,[0.80910579 0.07230486 0.02437533]
car_3_008.jpg,[0.14817642 1.08792375 0.02794999]
car_3_009.jpg,[1.18100132 0.03838767 0.0468729 ]
car_3_010.jpg,[-0.08638647  1.07957549  0.04710142]
car_3_011.jpg,[-0.13528188  1.01709819  0.03823851]
car_3_012.jpg,[0.15604288 1.01915128 0.00196516]
car_3_013.jpg,[-0.1141542   1.01989425  0.02899045]
car_3_014.jpg,[-1.19799915  0.06285656  0.00158355]
car_3_015.jpg,[-1.18146179  0.0031818   0.01540751]
car_3_016.jpg,[0.97645163 0.0813492  0.04872065]
car_3_017.jpg,[0.09191272 1.05872478 0.01800831]
car_3_018.jpg,[0.00921456 1.06708248 0.04543314]
car_3_019.jpg,[1.10362232 0.06656401 0.02061622]
car_3_020.jpg,[1.03731348 0.01396047 0.01196445]
car_3_021.jpg,[-0.08529017  1.0002479   0.0155399 ]
car_3_022.jpg,[-0.10550031  1.05389671  0.04561176]
car_3_023.jpg,[1.18002348 0.00573829 0.02588331]
car_3_024.jpg,[-1.0926408  0.0122237  0.0260783]
car_3_025.jpg,[-1.02486286  0.02051836  0.02193691]
car_3_026.jpg,[-0.01657462  1.09471574  0.01936445]
car_3_027.jpg,[0.01201423 1.05470564 0.03692146]
car_3_028.jpg,[-1.08663695  0.02897888  0.03925354]
car_3_029.jpg,[-1.16080995  0.08254462  0.01829389]
car_3_030.jpg,[-0.07547381  1.05165999  0.03334572]
car_3_031.jpg,[-0.07645419  1.00994444  0.02929571]
car_3_032.jpg,[-1.09917161  0.00784688  0.03122937]
car_3_033.jpg,[0.00879801 1.09582665 0.04070697]
car_3_034.jpg,[1.10083951 0.00377012 0.01395271]
car_3_035.jpg,[-1.20765551e-01  1.03818090e+00  7.28186536e-05]
car_3_036.jpg,[1.10016742 0.04265301 0.03225444]
car_3_037.jpg,[-0.08427539  1.08217161  0.04138483]
car_3_038.jpg,[-0.98383009  0.01457137  0.03181848]
car_3_039.jpg,[-1.0437202   0.0840327   0.03032323]
car_4_000.jpg,[-0.02501748  1.03690445  0.02107972]
car_4_001.jpg,[1.01070452 0.03549272 0.01630069]
car_4_002.jpg,[1.19222438 0.04013043 0.02982357]
car_4_003.jpg,[0.80850829 0.0726134  0.04590371]
car_4_004.jpg,[0.11676609 1.04525181 0.03436186]
car_4_005.jpg,[-1.13864297  0.02333352  0.03610247]
car_4_006.jpg,[-0.97133014  0.08962178  0.03351387]
car_4_007.jpg,[-1.00385342  0.03604791  0.02974767]
car_4_008.jpg,[-0.17209051  1.02419641  0.00313476]
car_4_009.jpg,[-0.9952779  0.0186419  0.0466907]
car_4_010.jpg,[-0.06395971  1.07488916  0.02789015]
car_4_011.jpg,[1.15150791 0.04410562 0.02585677]
car_4_012.jpg,[0.94866543 0.05507753 0.03859386]
car_4_013.jpg,[-0.80609273  0.01051765  0.03671732]
car_4_014.jpg,[-1.05312447  0.01014869  0.00267879]
car_4_015.jpg,[0.05981774 1.04613055 0.04621702]
car_4_016.jpg,[-1.00012352  0.08215862  0.00669706]
car_4_017.jpg,[-1.19745301  0.02349264  0.01110823]
car_4_018.jpg,[-0.13775491  1.04860769  0.00467303]
car_4_019.jpg,[0.14738987 1.0523851  0.00856828]
car_4_020.jpg,[-0.94305994  0.0929546   0.01920145]
car_4_021.jpg,[-0.86794254  0.05880154  0.01110195]
car_4_022.jpg,[1.08087791 0.08550279 0.04017201]
car_4_023.jpg,[0.8105267  0.04542275 0.02281718]
car_4_024.jpg,[-1.17520853  0.08800631  0.02069334]
car_4_025.jpg,[0.89039077 0.00401059 0.00157046]
car_4_026.jpg,[-0.80683057  0.09336274  0.04640956]
car_4_027.jpg,[-1.16825361  0.02126522  0.04338476]
car_4_028.jpg,[0.12003424 1.09141756 0.01147722]
car_4_029.jpg,[-0.84752102  0.09890902  0.04405851]
car_4_030.jpg,[0.90333723 0.08977667 0.02275498]
car_4_031.jpg,[-0.91988617  0.08933574  0.01547668]
car_4_032.jpg,[1.0451529  0.02172631 0.03917713]
car_4_033.jpg,[-0.03774743  1.05452963  0.04770913]
car_4_034.jpg,[0.03436127 1.03604362 0.04911815]
car_4_035.jpg,[-1.19449745  0.03445268  0.03779821]
car_4_036.jpg,[-0.84417939  0.0011181   0.02594559]
car_4_037.jpg,[-0.05008346  1.03608337  0.02932863]
car_4_038.jpg,[0.82171551 0.06886801 0.04461779]
car_4_039.jpg,[0.80505259 0.08642926 0.03718543]
car_5_000.jpg,[-0.9374119   0.052361    0.04292385]
car_5_001.jpg,[-0.15680734  1.08902592  0.04476761]
car_5_002.jpg,[0.06926233 1.04616584 0.03066872]
car_5_003.jpg,[0.94774504 0.0590982  0.03722511]
car_5_004.jpg,[1.12783932 0.04055464 0.01240663]
car_5_005.jpg,[1.18540996 0.02948327 0.01794476]
car_5_006.jpg,[-1.06197703  0.04824158  0.00322741]
car_5_007.jpg,[1.06956635 0.06695715 0.02438275]
car_5_008.jpg,[0.8993683  0.03510945 0.01056067]
car_5_009.jpg,[-0.14204488  1.0095458   0.04460598]
car_5_010.jpg,[0.84501744 0.02630678 0.03943456]
car_5_011.jpg,[-0.82609878  0.04655667  0.0413173 ]
car_5_012.jpg,[0.04533427 1.08294647 0.01221078]
car_5_013.jpg,[-1.16202499  0.02138031  0.00445424]
car_5_014.jpg,[0.152693   1.05083956 0.00236769]
car_5_015.jpg,[-0.16593927  1.07220272  0.01870169]
car_5_016.jpg,[1.02311946 0.08104829 0.00524607]
car_5_017.jpg,[1.14766715 0.01546521 0.04912329]
car_5_018.jpg,[1.08872722 0.02832869 0.03692583]
car_5_019.jpg,[1.14278497 0.08344661 0.03232371]
car_5_020.jpg,[1.08181076 0.09588048 0.01213823]
car_5_021.jpg,[-0.9240024   0.09565785  0.02902649]
car_5_022.jpg,[-1.15613921  0.06961757  0.00560199]
car_5_023.jpg,[1.18305011 0.00272209 0.04016533]
car_5_024.jpg,[0.89750745 0.08717208 0.01074453]
car_5_025.jpg,[-0.07125277  1.0248489   0.00636527]
car_5_026.jpg,[0.85017079 0.07167157 0.04638613]
car_5_027.jpg,[-0.85977311  0.08804285  0.04941165]
car_5_028.jpg,[-0.1712907   1.07665274  0.00896591]
car_5_029.jpg,[1.03938069 0.08745255 0.02635565]
car_5_030.jpg,[0.82365757 0.07816035 0.02750222]
car_5_031.jpg,[-0.92729934  0.04206271  0.04334364]
car_5_032.jpg,[-0.80742755  0.09826953  0.0174652 ]
car_5_033.jpg,[0.86028542 0.01471063 0.03544495]
car_5_034.jpg,[-0.1436673   1.01932508  0.04450736]
car_5_035.jpg,[-0.00257248  1.08381839  0.00993801]
car_5_036.jpg,[0.97691061 0.04756329 0.04685085]
car_5_037.jpg,[0.96128307 0.07533282 0.00697553]
car_5_038.jpg,[1.07811817 0.03563862 0.00978609]
car_5_039.jpg,[-1.07658782  0.00862825  0.04017769]
car_6_000.jpg,[1.01492396 0.01788409 0.02568944]
car_6_001.jpg,[-1.00027016  0.01184209  0.0440849 ]
car_6_002.jpg,[-0.93417437  0.09767222  0.04963872]
car_6_003.jpg,[1.11789034 0.03173029 0.03129854]
car_6_004.jpg,[-0.11553562  1.09709464  0.0073831 ]
car_6_005.jpg,[1.12216870e+00 6.44244215e-02 5.26156806e-04]
car_6_006.jpg,[-0.94022813  0.07194906  0.0325766 ]
car_6_007.jpg,[0.13816992 1.08446931 0.02934432]
car_6_008.jpg,[-0.10432822  1.03255465  0.00265143]
car_6_009.jpg,[0.17233218 1.0093024  0.04229736]
car_6_010.jpg,[-1.14036405  0.01581854  0.00405721]
car_6_011.jpg,[-1.07983743  0.04237704  0.04961542]
car_6_012.jpg,[-1.08522483  0.09098336  0.03091283]
car_6_013.jpg,[0.85615321 0.00957277 0.00136922]
car_6_014.jpg,[0.16661061 1.04629791 0.02284277]
car_6_015.jpg,[1.15759624 0.07061337 0.02632349]
car_6_016.jpg,[0.96292848 0.09958715 0.04482501]
car_6_017.jpg,[-1.15703065  0.02517691  0.0451692 ]
car_6_018.jpg,[0.99825289 0.04330628 0.02866928]
car_6_019.jpg,[-0.83730775  0.04734435  0.01891426]
car_6_020.jpg,[-0.82859408  0.05351098  0.04997932]
car_6_021.jpg,[1.02410493 0.06311702 0.0055877 ]
car_6_022.jpg,[-0.939922    0.08962614  0.03421797]
car_6_023.jpg,[1.10442767 0.07545293 0.02251024]
car_6_024.jpg,[0.9786326  0.08787249 0.00694522]
car_6_025.jpg,[1.13485945 0.04563992 0.03090443]
car_6_026.jpg,[-1.12756718  0.06458124  0.00318223]
car_6_027.jpg,[0.05457902 1.0169846  0.00541479]
car_6_028.jpg,[-0.89697453  0.05991104  0.04909427]
car_6_029.jpg,[-0.81145322  0.02229805  0.02541745]
car_6_030.jpg,[0.97849878 0.05455629 0.01943075]
car_6_031.jpg,[-0.10496049  1.05789471  0.01476633]
car_6_032.jpg,[0.15690094 1.06338614 0.03847645]
car_6_033.jpg,[-1.09472714  0.09459943  0.02800992]
car_6_034.jpg,[0.96458969 0.09244003 0.03982124]
car_6_035.jpg,[-0.13468089  1.03339328  0.01882781]
car_6_036.jpg,[1.11409484 0.05106933 0.02149772]
car_6_037.jpg,[0.14936884 1.0770396  0.04290711]
car_6_038.jpg,[-1.17526513  0.08682133  0.04383884]
car_6_039.jpg,[-0.0194641   1.03321657  0.04606509]
car_7_000.jpg,[0.14261961 1.06347175 0.00627106]
car_7_001.jpg,[0.14851851 1.0654691  0.02810158]
car_7_002.jpg,[-0.00375189  1.07558376  0.03756557]
car_7_003.jpg,[1.12827842 0.05267599 0.04221113]
car_7_004.jpg,[-1.00004746  0.09371243  0.04549458]
car_7_005.jpg,[0.17750488 1.05025753 0.00326145]
car_7_006.jpg,[-0.86643838  0.09215931  0.00415593]
car_7_007.jpg,[0.14691509 1.08817644 0.04780946]
car_7_008.jpg,[0.90019479 0.06294308 0.03987482]
car_7_009.jpg,[-0.93746045  0.02976681  0.01902916]
car_7_010.jpg,[-1.05892195  0.08106321  0.03798326]
car_7_011.jpg,[-1.13730888  0.04635222  0.01962928]
car_7_012.jpg,[1.03141811 0.02451138 0.03529692]
car_7_013.jpg,[-1.11309935  0.07907621  0.02152878]
car_7_014.jpg,[-0.1541479   1.0738289   0.01105802]
car_7_015.jpg,[0.8517694  0.04897485 0.02713345]
car_7_016.jpg,[-0.17651978  1.03948482  0.00616105]
car_7_017.jpg,[1.018261   0.09181245 0.03734966]
car_7_018.jpg,[0.14670011 1.00933246 0.02657529]
car_7_019.jpg,[-1.07442689  0.08931174  0.00113388]
car_7_020.jpg,[-0.03890128  1.08871262  0.01835535]
car_7_021.jpg,[-1.03684641  0.00462786  0.00913999]
car_7_022.jpg,[-0.02080635  1.08486079  0.03768015]
car_7_023.jpg,[1.05231143 0.03680676 0.03435106]
car_7_024.jpg,[0.09718201 1.08143622 0.01748143]
car_7_025.jpg,[-1.13415941  0.08508343  0.03452065]
car_7_026.jpg,[-0.81689231  0.0079662   0.01976718]
car_7_027.jpg,[1.01242699 0.06866544 0.04913197]
car_7_028.jpg,[-0.1214139   1.00335198  0.04724253]
car_7_029.jpg,[-0.81820319  0.07879959  0.00606472]
car_7_030.jpg,[-1.13964615  0.07056508  0.01056219]
car_7_031.jpg,[1.02237006 0.08385271 0.0369708 ]
car_7_032.jpg,[-0.1136849   1.03441636  0.0156391 ]
car_7_033.jpg,[-1.1988303   0.08933751  0.02713503]
car_7_034.jpg,[-0.97440319  0.00330131  0.01597109]
car_7_035.jpg,[0.16173331 1.04630375 0.03276005]
car_7_036.jpg,[1.09990814 0.04816293 0.01725933]
car_7_037.jpg,[-0.90827822  0.05476448  0.04703034]
car_7_038.jpg,[-0.0890495   1.00974025  0.0047853 ]
car_7_039.jpg,[0.01587685 1.06969682 0.04298058]
car_8_000.jpg,[-0.88616288  0.0569144   0.04625179]
car_8_001.jpg,[-1.04267643  0.07843089  0.01492401]
car_8_002.jpg,[0.88484951 0.09988795 0.02594287]
car_8_003.jpg,[0.81602114 0.02351486 0.04920802]
car_8_004.jpg,[-0.10238051  1.08168136  0.00387841]
car_8_005.jpg,[-1.08391816  0.0381935   0.00266004]
car_8_006.jpg,[0.89806884 0.06419291 0.03981247]
car_8_007.jpg,[-0.84797163  0.05974675  0.04813984]
car_8_008.jpg,[-0.09445404  1.05104701  0.00216107]
car_8_009.jpg,[-0.99036787  0.02294639  0.02317048]
car_8_010.jpg,[0.82147232 0.08804419 0.01093887]
car_8_011.jpg,[0.96538836 0.09932993 0.01931713]
car_8_012.jpg,[-1.14269504  0.07153335  0.0014081 ]
car_8_013.jpg,[0.82905409 0.09280423 0.04424317]
car_8_014.jpg,[-0.97760196  0.04790953  0.04699407]
car_8_015.jpg,[-0.14562874  1.02119649  0.01077514]
car_8_016.jpg,[-0.13189808  1.08821637  0.02734686]
car_8_017.jpg,[-0.96904829  0.02321656  0.03681793]
car_8_018.jpg,[-1.12274388  0.06985111  0.01645263]
car_8_019.jpg,[-0.12671456  1.03996727  0.03034129]
car_8_020.jpg,[1.01794831 0.09988004 0.0440111 ]
car_8_021.jpg,[0.13682254 1.09632063 0.01723175]
car_8_022.jpg,[-1.12387788  0.08004724  0.04470829]
car_8_023.jpg,[0.99522224 0.06727013 0.04321806]
car_8_024.jpg,[-0.8534322   0.03275859  0.04646405]
car_8_025.jpg,[-1.02452565  0.04452009  0.0135174 ]
car_8_026.jpg,[-0.87411949  0.00724672  0.00648035]
car_8_027.jpg,[0.19517987 1.01703983 0.0385404 ]
car_8_028.jpg,[0.05341225 1.03804557 0.03043128]
car_8_029.jpg,[-0.11870371  1.06514824  0.01070796]
car_8_030.jpg,[0.86765155 0.08353601 0.02573701]
car_8_031.jpg,[-0.09152933  1.04878744  0.0476458 ]
car_8_032.jpg,[-0.83710265  0.05567364  0.0142606 ]
car_8_033.jpg,[-1.05127074  0.06776403  0.0092492 ]
car_8_034.jpg,[-0.04562811  1.09934787  0.01925941]
car_8_035.jpg,[-0.99218039  0.0531259   0.04050405]
car_8_036.jpg,[-0.99813839  0.06683122  0.00290097]
car_8_037.jpg,[-1.19319012  0.01405707  0.00383078]
car_8_038.jpg,[0.17007983 1.08735105 0.00779168]
car_8_039.jpg,[-1.04397365  0.03306145  0.00778535]
car_9_000.jpg,[-0.08436341  1.00712115  0.03212813]
car_9_001.jpg,[-1.05554894  0.03784778  0.00322295]
car_9_002.jpg,[0.96282395 0.09826993 0.03352325]
car_9_003.jpg,[-0.96453734  0.04024647  0.04348952]
car_9_004.jpg,[0.17086121 1.00697267 0.04551866]
car_9_005.jpg,[1.11900365 0.08065578 0.0316061 ]
car_9_006.jpg,[-0.98889384  0.09757285  0.03221977]
car_9_007.jpg,[-0.17161697  1.01606703  0.03141229]
car_9_008.jpg,[0.13431268 1.07555497 0.02212639]
car_9_009.jpg,[-1.06805303  0.01027307  0.00762408]
car_9_010.jpg,[-1.15783255  0.08431258  0.01898325]
car_9_011.jpg,[-1.0028128   0.03257803  0.01859716]
car_9_012.jpg,[-1.01051663  0.07602876  0.01549271]
car_9_013.jpg,[-1.02351396  0.04195107  0.04251228]
car_9_014.jpg,[-0.93385625  0.04368192  0.04857622]
car_9_015.jpg,[1.15524978 0.08779769 0.0243243 ]
car_9_016.jpg,[0.01343642 1.07131071 0.01369459]
car_9_017.jpg,[0.08523055 1.03576243 0.01166675]
car_9_018.jpg,[-0.08523058  1.07813635  0.0476987 ]
car_9_019.jpg,[0.1058635  1.0730967  0.02388688]
car_9_020.jpg,[0.00676474 1.07691043 0.03393594]
car_9_021.jpg,[1.16096335 0.00387506 0.04168068]
car_9_022.jpg,[1.07967557 0.09273303 0.01569019]
car_9_023.jpg,[-1.02566146  0.0815667   0.03616879]
car_9_024.jpg,[0.87084745 0.01815158 0.01339635]
car_9_025.jpg,[-1.03077592e+00  4.18431152e-02  3.97048886e-04]
car_9_026.jpg,[-0.14252037  1.04116567  0.03715872]
car_9_027.jpg,[-0.09490481  1.00094123  0.02681938]
car_9_028.jpg,[-0.80215802  0.00463366  0.04770809]
car_9_029.jpg,[-0.97474612  0.06408568  0.01384586]
car_9_030.jpg,[0.83482155 0.08533199 0.03752944]
car_9_031.jpg,[1.12097879 0.08138376 0.02818306]
car_9_032.jpg,[1.12952493 0.05962837 0.02113662]
car_9_033.jpg,[-0.17708184  1.05202213  0.03082143]
car_9_034.jpg,[-0.14196893  1.05731298  0.02706875]
car_9_035.jpg,[0.90096844 0.04534723 0.04552023]
car_9_036.jpg,[-0.06259527  1.09870502  0.02528477]
car_9_037.jpg,[-0.96674327  0.07739594  0.03385585]
car_9_038.jpg,[0.97950554 0.08332661 0.00552012]
car_9_039.jpg,[0.8253765  0.02021581 0.02771719]
car_10_000.jpg,[0.02675174 1.03320862 0.02835115]
car_10_001.jpg,[-1.19179121  0.02314529  0.02600259]
car_10_002.jpg,[-1.09637275  0.05417721  0.03074507]
car_10_003.jpg,[-0.90766768  0.08367164  0.01799018]
car_10_004.jpg,[0.1669485  1.06374443 0.00480229]
car_10_005.jpg,[-1.09741132  0.02035924  0.02954244]
car_10_006.jpg,[-1.18427454  0.07232902  0.03147458]
car_10_007.jpg,[0.92202813 0.06781746 0.04733463]
car_10_008.jpg,[0.13068214 1.03699547 0.02396498]
car_10_009.jpg,[-1.16823625  0.01396846  0.02893483]
car_10_010.jpg,[0.90262676 0.0151833  0.0049075 ]
car_10_011.jpg,[0.94423379 0.00791074 0.00811277]
car_10_012.jpg,[0.91741251 0.06161171 0.02345531]
car_10_013.jpg,[1.0684618  0.01971594 0.04009209]
car_10_014.jpg,[0.83090934 0.05718909 0.02114337]
car_10_015.jpg,[0.9700891  0.02276828 0.04487462]
car_10_016.jpg,[0.1877495  1.02448689 0.01575586]
car_10_017.jpg,[-0.01709827  1.01566367  0.01483478]
car_10_018.jpg,[-0.15254135  1.07893054  0.0152557 ]
car_10_019.jpg,[0.09573819 1.02432301 0.02540385]
car_10_020.jpg,[1.17902095 0.09709698 0.02000381]
car_10_021.jpg,[-0.97034426  0.03176224  0.01740697]
car_10_022.jpg,[-1.04912116  0.06825598  0.01082137]
car_10_023.jpg,[-0.91290194  0.09075335  0.02919697]
car_10_024.jpg,[0.80179969 0.07040573 0.03824876]
car_10_025.jpg,[-1.22139873e-01  1.06250155e+00  2.39453166e-04]
car_10_026.jpg,[1.17703079 0.00140156 0.04189428]
car_10_027.jpg,[0.89094454 0.03186578 0.01085782]
car_10_028.jpg,[0.15243074 1.07254147 0.00752847]
car_10_029.jpg,[-1.01175954  0.08845323  0.02962307]
car_10_030.jpg,[0.80500574 0.01975832 0.03466552]
car_10_031.jpg,[1.1481691  0.05529259 0.04194681]
car_10_032.jpg,[0.14999812 1.02010886 0.04900486]
car_10_033.jpg,[1.13529962e+00 8.96222828e-02 8.07367221e-04]
car_10_034.jpg,[1.09591573 0.05377497 0.04119107]
car_10_035.jpg,[-0.00626461  1.0084236   0.02534154]
car_10_036.jpg,[0.13473309 1.09323616 0.04087596]
car_10_037.jpg,[-0.15053588  1.0884837   0.02541119]
car_10_038.jpg,[-0.11967828  1.07436983  0.03136838]
car_10_039.jpg,[1.19347881 0.06912096 0.0030519 ]
car_11_000.jpg,[0.96092273 0.08698736 0.03365964]
car_11_001.jpg,[-1.00915280e+00  1.22785361e-02  4.29798119e-04]
car_11_002.jpg,[-0.80203717  0.09365975  0.02967752]
car_11_003.jpg,[0.0123622  1.09439087 0.04505659]
car_11_004.jpg,[0.19694063 1.09856078 0.04803725]
car_11_005.jpg,[9.34539242e-01 7.58851957e-02 1.80366481e-04]
car_11_006.jpg,[-1.02832985  0.0328222   0.01355201]
car_11_007.jpg,[0.9803445  0.09972319 0.01805482]
car_11_008.jpg,[1.18535971 0.0309872  0.0284117 ]
car_11_009.jpg,[0.97966273 0.04394864 0.00669799]
car_11_010.jpg,[0.82535784 0.05065136 0.00630912]
car_11_011.jpg,[0.12356986 1.0112928  0.02513644]
